%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1455183948060896803,17111,1455183948060896803,world,0.145397573709,0.356076687574,1.02390146255,0.0191664397717,-0.000219107052544,-0.00101305998396,0.999815821648
1455183948069284196,17112,1455183948069284196,world,0.145450398326,0.35589247942,1.02390348911,0.0170613806695,0.00222355197184,0.00106454745401,0.999851405621
1455183948077592102,17113,1455183948077592102,world,0.145320281386,0.355906695127,1.02385091782,0.0167817827314,0.0020187755581,0.000970063032582,0.999856770039
1455183948085962308,17114,1455183948085962308,world,0.145585402846,0.356037050486,1.02376973629,0.0161877516657,0.00266185845248,-0.000441967335064,0.999865412712
1455183948094289898,17115,1455183948094289898,world,0.145425438881,0.355954051018,1.02398085594,0.0168775729835,0.00357439811341,0.000788924400695,0.999850928783
1455183948102587378,17116,1455183948102587378,world,0.145359858871,0.356008201838,1.02389228344,0.016446262598,0.00274737528525,-0.000164712211699,0.999861061573
1455183948111072013,17117,1455183948111072013,world,0.145444169641,0.356054484844,1.02354121208,0.0184577200562,-0.000910225964617,-0.000210451660678,0.999829232693
1455183948119271109,17118,1455183948119271109,world,0.145434424281,0.356048226357,1.02388000488,0.0167708974332,0.00240285368636,0.000482575153001,0.999856412411
1455183948127764324,17119,1455183948127764324,world,0.145453706384,0.356047511101,1.02392852306,0.0169716980308,0.00205943058245,0.000509554694872,0.999853789806
1455183948135864152,17120,1455183948135864152,world,0.145472124219,0.355871886015,1.02388596535,0.016646951437,0.00208924664184,0.00108263187576,0.999858677387
1455183948144442449,17121,1455183948144442449,world,0.145639538765,0.355964511633,1.0236569643,0.0176161341369,-0.00170678691939,-0.00122754229233,0.999842643738
1455183948152680306,17122,1455183948152680306,world,0.145425572991,0.356023490429,1.02359247208,0.0182749461383,-0.000713423884008,5.07734694111e-05,0.999832749367
1455183948160910196,17123,1455183948160910196,world,0.145482614636,0.355921089649,1.02393972874,0.0164055060595,0.00309665012173,0.000578957260586,0.999860525131
1455183948169143251,17124,1455183948169143251,world,0.145364359021,0.356190830469,1.02363371849,0.0179340038449,-0.000626857858151,-0.00103101879358,0.999838471413
1455183948177611676,17125,1455183948177611676,world,0.145373001695,0.355945855379,1.0239675045,0.0170977041125,0.00385226751678,0.000981713295914,0.999845921993
1455183948185914670,17126,1455183948185914670,world,0.145550757647,0.355900973082,1.02396392822,0.0168505236506,0.00405355123803,0.00105175434146,0.999849259853
1455183948194199592,17127,1455183948194199592,world,0.145624890924,0.355860739946,1.02385568619,0.016366943717,0.00226571015082,0.00148924766108,0.999862372875
1455183948202445549,17128,1455183948202445549,world,0.14545327425,0.356052577496,1.02354812622,0.0185147300363,-0.000806854804978,-0.000165270001162,0.999828338623
1455183948211077018,17129,1455183948211077018,world,0.145589590073,0.355792790651,1.02372276783,0.0176162924618,0.00283962581307,-0.000288871582597,0.999840736389
1455183948219158658,17130,1455183948219158658,world,0.1454179883,0.356030732393,1.02355790138,0.0184119977057,-0.000620558857918,-9.9748132925e-05,0.999830305576
1455183948227433814,17131,1455183948227433814,world,0.145429834723,0.356006473303,1.02358090878,0.0181925985962,-0.000834232894704,-1.19998758237e-05,0.999834179878
1455183948235830181,17132,1455183948235830181,world,0.1453345716,0.35606944561,1.02383172512,0.0177362691611,-0.000225164883886,5.67407960261e-06,0.999842762947
1455183948244360310,17133,1455183948244360310,world,0.145416125655,0.35593739152,1.02386403084,0.0197987984866,-0.00123717694078,0.000412011344451,0.999803185463
1455183948252580794,17134,1455183948252580794,world,0.145369634032,0.355986386538,1.02387297153,0.0169323310256,0.00248085753992,0.000100111232314,0.999853610992
1455183948260765744,17135,1455183948260765744,world,0.145439878106,0.356085270643,1.02360844612,0.0180809088051,-0.0011228263611,-0.00118653511163,0.999835252762
1455183948269127151,17136,1455183948269127151,world,0.145452007651,0.356027841568,1.02350461483,0.0185938570648,-0.000949583307374,-0.000109598382551,0.999826669693
1455183948277943967,17137,1455183948277943967,world,0.145508572459,0.355908036232,1.02382493019,0.0155360940844,0.00179042539094,-0.000250428449363,0.999877691269
1455183948285916568,17138,1455183948285916568,world,0.145185321569,0.356048256159,1.0237711668,0.0169201027602,0.000804674171377,-8.61111475388e-05,0.999856591225
1455183948294425741,17139,1455183948294425741,world,0.145447045565,0.356031298637,1.02353334427,0.0184908360243,-0.000732453132514,-9.41324324231e-05,0.999828755856
1455183948302502723,17140,1455183948302502723,world,0.14541631937,0.355868786573,1.02394664288,0.0174355395138,0.0014479579404,0.000844014633913,0.999846696854
1455183948310901105,17141,1455183948310901105,world,0.145861968398,0.355984479189,1.02387917042,0.0162646602839,0.00259504793212,0.000657503551338,0.999864220619
1455183948319392343,17142,1455183948319392343,world,0.14549946785,0.355931550264,1.02384269238,0.01672863774,0.00188118382357,0.000847477698699,0.999858021736
1455183948327534437,17143,1455183948327534437,world,0.145213961601,0.355929493904,1.02390062809,0.01694493182,0.00241569499485,0.000432212400483,0.999853491783
1455183948335908293,17144,1455183948335908293,world,0.145441636443,0.355879664421,1.02374899387,0.0178793091327,0.00125796941575,-0.00167669693474,0.99983805418
1455183948344159507,17145,1455183948344159507,world,0.14569452405,0.355867773294,1.02378714085,0.0166927855462,0.00230256025679,0.00176025542896,0.99985653162
1455183948352584445,17146,1455183948352584445,world,0.145169630647,0.356109023094,1.02394366264,0.0166190341115,0.00290435552597,0.000858837913256,0.999857366085
