%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1455189615140025922,697156,1455189615140025922,world,0.13266916573,0.352982342243,1.02241110802,0.0260019004345,0.000810669444036,0.0585206113756,0.997947275639
1455189615148346762,697157,1455189615148346762,world,0.13267968595,0.352976709604,1.02241039276,0.0259893443435,0.00179624056909,0.0579053089023,0.99798220396
1455189615156675984,697158,1455189615156675984,world,0.132620871067,0.352936297655,1.02241301537,0.0264169368893,0.00125242234208,0.059117205441,0.997900664806
1455189615165060032,697159,1455189615165060032,world,0.132566615939,0.352909147739,1.02243518829,0.0260163880885,0.00230183219537,0.0590819828212,0.997911512852
1455189615173539212,697160,1455189615173539212,world,0.132620498538,0.352934479713,1.02246260643,0.0257305707783,0.00221277703531,0.0586745627224,0.997943043709
1455189615181722365,697161,1455189615181722365,world,0.132569715381,0.352956801653,1.02232170105,0.0267754364759,0.00140654388815,0.0595178231597,0.997867166996
1455189615190164964,697162,1455189615190164964,world,0.132506996393,0.352941721678,1.02241241932,0.0254114102572,0.000521080510225,0.0588582903147,0.99794280529
1455189615198535287,697163,1455189615198535287,world,0.132623225451,0.352907657623,1.02242910862,0.0262405183166,0.000238518972765,0.0594670176506,0.997885286808
1455189615206865147,697164,1455189615206865147,world,0.132580459118,0.352923840284,1.02249836922,0.0263014882803,0.001576086157,0.058686606586,0.997928738594
1455189615214917722,697165,1455189615214917722,world,0.132566556334,0.352920860052,1.02244102955,0.0262353010476,0.000925959437154,0.0592068918049,0.997900485992
1455189615223538866,697166,1455189615223538866,world,0.132685035467,0.352808833122,1.02253603935,0.0260710865259,0.00176485546399,0.0600052550435,0.997856020927
1455189615231739830,697167,1455189615231739830,world,0.132699042559,0.35286834836,1.02246654034,0.0260963346809,0.00145958003122,0.0597605220973,0.997870564461
1455189615240242913,697168,1455189615240242913,world,0.132654115558,0.352872461081,1.02243387699,0.0257682297379,0.00134288112167,0.0597306452692,0.997881054878
1455189615248534573,697169,1455189615248534573,world,0.132564023137,0.352923989296,1.02246308327,0.0261630304158,0.00275209126994,0.0597295276821,0.997867941856
1455189615256843368,697170,1455189615256843368,world,0.132641226053,0.352906316519,1.0223968029,0.026219855994,0.000486532604555,0.0591034591198,0.997907459736
1455189615265105323,697171,1455189615265105323,world,0.132541164756,0.352899581194,1.02260756493,0.0253070779145,0.000850290409289,0.0582288280129,0.997982084751
1455189615273642135,697172,1455189615273642135,world,0.132560491562,0.352937281132,1.02246141434,0.0255722254515,0.00137362675741,0.0592694617808,0.997913479805
1455189615281817107,697173,1455189615281817107,world,0.13272768259,0.352864414454,1.02243161201,0.0255771428347,0.00218506157398,0.0586664825678,0.997947514057
1455189615290103281,697174,1455189615290103281,world,0.132498010993,0.352929472923,1.02244150639,0.0262750405818,0.00170193053782,0.0583586655557,0.997948467731
1455189615298310566,697175,1455189615298310566,world,0.132494851947,0.352999210358,1.0225738287,0.0251529887319,0.000702103192452,0.0589838884771,0.997941851616
1455189615306757922,697176,1455189615306757922,world,0.132660284638,0.352832049131,1.0225353241,0.0265572406352,0.00165855849627,0.0612553022802,0.997767448425
1455189615315030571,697177,1455189615315030571,world,0.13263528049,0.352925032377,1.02245008945,0.0262444224209,0.000641134101897,0.0586336106062,0.997934401035
1455189615323344741,697178,1455189615323344741,world,0.132655709982,0.352915346622,1.02249550819,0.026466621086,0.00154022919014,0.0587396249175,0.997921288013
1455189615331737161,697179,1455189615331737161,world,0.132589653134,0.352947473526,1.0225007534,0.0262367408723,0.00132075953297,0.0589992143214,0.997912347317
1455189615340146361,697180,1455189615340146361,world,0.132613301277,0.352878302336,1.02256774902,0.0260144248605,0.00160664576106,0.0585944131017,0.997941613197
1455189615348264692,697181,1455189615348264692,world,0.132589414716,0.352915138006,1.02239871025,0.025701303035,0.0013908771798,0.059248816222,0.997911453247
1455189615356611609,697182,1455189615356611609,world,0.132637470961,0.352885752916,1.02249372005,0.0260463748127,0.00217390246689,0.0594755113125,0.997887551785
1455189615365018597,697183,1455189615365018597,world,0.132598429918,0.352863609791,1.02238273621,0.0261097755283,0.00110901659355,0.0592904984951,0.997898638248
1455189615373531624,697184,1455189615373531624,world,0.132721811533,0.352890610695,1.02243363857,0.0267054866999,0.00100385351107,0.0593213252723,0.997881174088
1455189615381430538,697185,1455189615381430538,world,0.132680252194,0.352832138538,1.02246248722,0.0259258132428,0.00151907000691,0.0599165260792,0.997865557671
1455189615390089332,697186,1455189615390089332,world,0.132638320327,0.352828234434,1.02246034145,0.0262326784432,0.00123858393636,0.0603471919894,0.997831940651
1455189615398544926,697187,1455189615398544926,world,0.132499694824,0.352911502123,1.02250063419,0.0264622103423,0.00137658801395,0.0592246428132,0.997892975807
1455189615406712565,697188,1455189615406712565,world,0.132573276758,0.352935880423,1.02248096466,0.0263538509607,0.00252765906043,0.0580642595887,0.997961819172
1455189615414835548,697189,1455189615414835548,world,0.132561102509,0.352824181318,1.02249991894,0.0258232336491,-0.00075589568587,0.0599265955389,0.997868478298
1455189615423316228,697190,1455189615423316228,world,0.132491275668,0.35297948122,1.02252399921,0.0261697284877,0.00145667314064,0.0591497942805,0.997904956341
1455189615431601943,697191,1455189615431601943,world,0.13260486722,0.352919250727,1.02244699001,0.0259577929974,0.00144046510104,0.0595344789326,0.997887730598
1455189615440154644,697192,1455189615440154644,world,0.132612273097,0.35289105773,1.02244627476,0.0261803157628,0.0011930501787,0.0587589927018,0.997928142548
1455189615448469230,697193,1455189615448469230,world,0.1327290833,0.352977186441,1.02244853973,0.026399185881,0.00213954085484,0.0589014627039,0.997912466526
1455189615456538008,697194,1455189615456538008,world,0.132613897324,0.352959513664,1.02244329453,0.0267263203859,0.002350441413,0.0603317581117,0.99781781435
1455189615464900935,697195,1455189615464900935,world,0.13265645504,0.352872014046,1.02242851257,0.0266382675618,0.00235709222034,0.0591840296984,0.997888803482
1455189615473341878,697196,1455189615473341878,world,0.132658496499,0.352955579758,1.02235865593,0.0264566410333,0.00128256028984,0.0588525719941,0.997915267944
1455189615481600217,697197,1455189615481600217,world,0.132571130991,0.352927714586,1.02232992649,0.0262887980789,0.00210442231037,0.0585533455014,0.997935891151
1455189615490119395,697198,1455189615490119395,world,0.132616460323,0.352982610464,1.02245151997,0.026806332171,0.0018960920861,0.0609969012439,0.997776150703
1455189615498366464,697199,1455189615498366464,world,0.132496029139,0.352969825268,1.02232897282,0.0263454746455,0.00079872563947,0.0589661151171,0.997912049294
1455189615506722563,697200,1455189615506722563,world,0.132524967194,0.352933138609,1.0223711729,0.0266886744648,0.00094164715847,0.0592674612999,0.997884869576
1455189615515027890,697201,1455189615515027890,world,0.132555827498,0.352910906076,1.02242934704,0.0258878972381,0.0015846658498,0.0591722838581,0.997910857201
1455189615523399178,697202,1455189615523399178,world,0.132629498839,0.352893829346,1.02246963978,0.0266999881715,0.00198208051734,0.0605734139681,0.997804641724
1455189615531606725,697203,1455189615531606725,world,0.132476717234,0.352902114391,1.02238941193,0.0276049599051,0.000246485054959,0.0591875612736,0.997865140438
1455189615540161716,697204,1455189615540161716,world,0.132616758347,0.352904379368,1.02243518829,0.0283000934869,0.000118310206744,0.0603246130049,0.99777764082
1455189615548336002,697205,1455189615548336002,world,0.13259974122,0.352953374386,1.02240002155,0.0279064346105,0.00078290537931,0.060184981674,0.997796833515
1455189615557048657,697206,1455189615557048657,world,0.132505044341,0.352888286114,1.02241051197,0.027179626748,0.00251356279477,0.0593261197209,0.997865498066
1455189615565262530,697207,1455189615565262530,world,0.13250130415,0.35283562541,1.02230191231,0.0254878178239,0.00241399765946,0.0595030710101,0.997899830341
1455189615573304816,697208,1455189615573304816,world,0.132565155625,0.352852374315,1.02227640152,0.0253788232803,0.00205641263165,0.0587476789951,0.997948110104
1455189615581619732,697209,1455189615581619732,world,0.132492974401,0.352904766798,1.02227318287,0.0256848409772,0.00272417906672,0.0589674785733,0.997925758362
1455189615590154435,697210,1455189615590154435,world,0.132556766272,0.352937877178,1.02227079868,0.0264180675149,0.00231306743808,0.0599609278142,0.997848451138
1455189615598414661,697211,1455189615598414661,world,0.132591485977,0.352853924036,1.02222967148,0.0262192506343,0.00198066001758,0.0573560968041,0.99800747633
1455189615606623288,697212,1455189615606623288,world,0.13259960711,0.352889448404,1.02218925953,0.0267120152712,0.000429034582339,0.0572680979967,0.998001337051
1455189615614844433,697213,1455189615614844433,world,0.132581263781,0.352870106697,1.02213597298,0.0255116820335,0.00199395348318,0.0574072189629,0.998022913933
1455189615623278753,697214,1455189615623278753,world,0.132608428597,0.352874606848,1.02211606503,0.0253828391433,0.00190365489107,0.0573558993638,0.99802929163
1455189615631736913,697215,1455189615631736913,world,0.132521092892,0.352951586246,1.02215707302,0.0280335247517,0.00277252378874,0.0581034645438,0.997913062572
1455189615640175422,697216,1455189615640175422,world,0.132762029767,0.352974176407,1.02220892906,0.0266512185335,0.00184662919492,0.0583130940795,0.997940897942
1455189615648261571,697217,1455189615648261571,world,0.132794961333,0.352989792824,1.02212059498,0.0262897722423,0.00148262770381,0.0585283041,0.997938513756
1455189615656632153,697218,1455189615656632153,world,0.132708951831,0.353006452322,1.02193009853,0.0260491929948,0.000903658743482,0.0577280111611,0.997992098331
1455189615664865071,697219,1455189615664865071,world,0.132796138525,0.353060007095,1.02198469639,0.0262616928667,0.000796362874098,0.0576158650219,0.997993052006
1455189615673389811,697220,1455189615673389811,world,0.132754445076,0.353086918592,1.02206504345,0.0279169343412,0.000798687688075,0.0581838861108,0.997915148735
1455189615681592996,697221,1455189615681592996,world,0.133401215076,0.352222055197,1.02323389053,0.0192641280591,0.00777251133695,0.0635929554701,0.997759699821
1455189615690014462,697222,1455189615690014462,world,0.132790341973,0.353087007999,1.02209115028,0.0272507723421,0.000428506202297,0.0582142062485,0.997932076454
1455189615698472158,697223,1455189615698472158,world,0.132807597518,0.352987468243,1.02220618725,0.026677204296,0.000296950049233,0.0590033866465,0.997901201248
1455189615706572704,697224,1455189615706572704,world,0.132670819759,0.353059232235,1.02212274075,0.0272382944822,-8.78399296198e-05,0.0583645887673,0.997923731804
1455189615714943007,697225,1455189615714943007,world,0.132922321558,0.353144407272,1.0221978426,0.0273001287133,-0.000209864520002,0.0572773329914,0.997984945774
1455189615723314751,697226,1455189615723314751,world,0.132890924811,0.352973103523,1.0221580267,0.0272716581821,0.000424333527917,0.0580119490623,0.997943282127
1455189615731645069,697227,1455189615731645069,world,0.132643654943,0.35303607583,1.02215433121,0.0260400287807,0.000751220562961,0.0574224442244,0.998010098934
1455189615740068902,697228,1455189615740068902,world,0.132602617145,0.353033810854,1.02216434479,0.0266068596393,0.00010671866039,0.0572183616459,0.998007118702
1455189615748366009,697229,1455189615748366009,world,0.13272626698,0.353071570396,1.0222350359,0.0269708484411,0.000539944390766,0.0574316941202,0.997984945774
1455189615756509964,697230,1455189615756509964,world,0.132774874568,0.353077948093,1.02216053009,0.0270340386778,0.000740141957067,0.0570744872093,0.998003661633
1455189615765092014,697231,1455189615765092014,world,0.132679566741,0.3530575037,1.02221500874,0.0262416694313,-0.000305281399051,0.0576319508255,0.997992932796
1455189615773430573,697232,1455189615773430573,world,0.132634803653,0.35299384594,1.02222383022,0.0268084537238,0.000378310331143,0.0578009970486,0.99796807766
1455189615781411023,697233,1455189615781411023,world,0.132675111294,0.353076189756,1.02217388153,0.025789257139,-0.00014764770458,0.0570219196379,0.998039782047
1455189615790135556,697234,1455189615790135556,world,0.132735058665,0.353124320507,1.02226233482,0.0270758159459,0.000471525097964,0.0573902726173,0.997984468937
1455189615798382733,697235,1455189615798382733,world,0.132709294558,0.353022217751,1.02233791351,0.0268794801086,-0.000513374456204,0.0574964173138,0.997983753681
1455189615806933245,697236,1455189615806933245,world,0.132708072662,0.353105485439,1.02219963074,0.0265410263091,0.000421444856329,0.0572208575904,0.998008608818
1455189615815083673,697237,1455189615815083673,world,0.132709026337,0.353102833033,1.02226245403,0.0272023044527,-0.000449199811555,0.0574522763491,0.997977495193
1455189615823183718,697238,1455189615823183718,world,0.132803842425,0.353045403957,1.02223753929,0.0271582901478,0.00110206031241,0.0579870194197,0.997947335243
1455189615831651503,697239,1455189615831651503,world,0.13301537931,0.353087753057,1.02206647396,0.0281366147101,-0.00132135744207,0.0561130605638,0.998027086258
1455189615840155011,697240,1455189615840155011,world,0.132955491543,0.353085666895,1.022108078,0.0272974651307,-0.00114420405589,0.0574245899916,0.997976005077
1455189615848439379,697241,1455189615848439379,world,0.132999569178,0.353076428175,1.02211987972,0.0275923982263,-0.00197865115479,0.0572352297604,0.997977375984
1455189615856739169,697242,1455189615856739169,world,0.132864773273,0.35310035944,1.02209305763,0.0273245107383,-0.000147191181895,0.057386495173,0.99797809124
1455189615864929523,697243,1455189615864929523,world,0.132997438312,0.353125572205,1.02200472355,0.027026835829,-0.00159840704873,0.0569830909371,0.998007953167
