%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1455190288185864987,777921,1455190288185864987,world,0.0579256787896,1.17001831532,1.01812672615,-0.0800463110209,-0.00352655956522,-0.00475840223953,0.996773540974
1455190288194271056,777922,1455190288194271056,world,0.0579074472189,1.16978478432,1.01811134815,-0.0787131562829,-0.00260865059681,-0.00410031620413,0.996885478497
1455190288202599054,777923,1455190288202599054,world,0.0579701140523,1.16972184181,1.01810729504,-0.0778272971511,-0.00338030746207,-0.00479990197346,0.996949672699
1455190288211064046,777924,1455190288211064046,world,0.0579299516976,1.1695407629,1.01810503006,-0.0779828727245,-0.00217047543265,-0.00383337051608,0.996944963932
1455190288219254407,777925,1455190288219254407,world,0.0580011419952,1.16952586174,1.01805722713,-0.0757294371724,-0.00272455648519,-0.00499936658889,0.997112154961
1455190288227577747,777926,1455190288227577747,world,0.0579377859831,1.16929960251,1.0181363821,-0.074380479753,-0.00264366692863,-0.00431811902672,0.997217178345
1455190288235993914,777927,1455190288235993914,world,0.0579875595868,1.16929328442,1.01802325249,-0.0740923583508,-0.00248715025373,-0.00447764899582,0.997238218784
1455190288244136735,777928,1455190288244136735,world,0.057901468128,1.16908049583,1.01806497574,-0.0732025802135,-0.00275665498339,-0.00433703744784,0.997303903103
1455190288252680615,777929,1455190288252680615,world,0.0579029358923,1.16896748543,1.01801133156,-0.0725208371878,-0.00193051586393,-0.00402115471661,0.997356951237
1455190288260877892,777930,1455190288260877892,world,0.0579597838223,1.16903018951,1.01802587509,-0.0717029348016,-0.00372061529197,-0.00427187373862,0.997409999371
1455190288269410698,777931,1455190288269410698,world,0.0579466596246,1.16904532909,1.01816785336,-0.0678317174315,-0.00343918497674,-0.00493273604661,0.997678756714
1455190288277785431,777932,1455190288277785431,world,0.0579121597111,1.16880095005,1.01801013947,-0.0697883218527,-0.00350708980113,-0.00420262059197,0.99754679203
1455190288285884996,777933,1455190288285884996,world,0.0578088052571,1.16864645481,1.01802182198,-0.0679091215134,-0.00229536741972,-0.0034893497359,0.99768280983
1455190288294170157,777934,1455190288294170157,world,0.0579471364617,1.16863262653,1.01807701588,-0.0681257918477,-0.00228124996647,-0.0035905232653,0.997667729855
1455190288302639221,777935,1455190288302639221,world,0.0579366274178,1.16847252846,1.01808047295,-0.0670023262501,-0.00193230865989,-0.00435852399096,0.9977414608
1455190288310983248,777936,1455190288310983248,world,0.0580068305135,1.16843175888,1.01806306839,-0.065902672708,-0.00291062938049,-0.0042582154274,0.99781280756
1455190288319328964,777937,1455190288319328964,world,0.0580930560827,1.16825771332,1.01804852486,-0.06577398628,-0.00209683878347,-0.00380755611695,0.997825086117
1455190288327522817,777938,1455190288327522817,world,0.0581107027829,1.16821312904,1.01800906658,-0.0656412243843,-0.00255977828056,-0.00392568996176,0.997832357883
1455190288335914896,777939,1455190288335914896,world,0.0580959804356,1.16809546947,1.01799595356,-0.0654112771153,-0.00235275248997,-0.0039168568328,0.9978479743
1455190288344325417,777940,1455190288344325417,world,0.0580911971629,1.16809082031,1.01801085472,-0.0648913830519,-0.00258079729974,-0.00401048921049,0.997880995274
1455190288352633846,777941,1455190288352633846,world,0.0580774396658,1.16803431511,1.01798903942,-0.0651895552874,-0.0032007759437,-0.00376465939917,0.997860729694
1455190288360959314,777942,1455190288360959314,world,0.0580745786428,1.16800189018,1.01801347733,-0.0643811896443,-0.00227262545377,-0.00379919307306,0.997915625572
1455190288369348987,777943,1455190288369348987,world,0.0580642148852,1.16794598103,1.01800608635,-0.0648580789566,-0.00237893592566,-0.0031821038574,0.99788659811
1455190288377497384,777944,1455190288377497384,world,0.0579865016043,1.1678712368,1.01790189743,-0.0648507252336,-0.00148460525088,-0.00243063666858,0.997890949249
1455190288385812913,777945,1455190288385812913,world,0.0579738095403,1.16780114174,1.01800704002,-0.0637959167361,-0.00244040647522,-0.00242426549084,0.9979570508
1455190288394140936,777946,1455190288394140936,world,0.0580681748688,1.16789460182,1.01800918579,-0.0628735348582,-0.00231235520914,-0.00323448283598,0.998013615608
1455190288402731813,777947,1455190288402731813,world,0.0580698810518,1.16784787178,1.01800394058,-0.0629992708564,-0.0032430337742,-0.00298681179993,0.998003900051
1455190288410971694,777948,1455190288410971694,world,0.0579558499157,1.1676659584,1.01801252365,-0.0623098351061,-0.00176173937507,-0.00271060178056,0.998051643372
1455190288419198322,777949,1455190288419198322,world,0.0581072457135,1.16738069057,1.01812005043,-0.0650160089135,7.60219918448e-05,-0.00162369152531,0.997882962227
1455190288427607403,777950,1455190288427607403,world,0.058050300926,1.16740322113,1.01824438572,-0.0621689110994,-0.00149431428872,-0.000821829831693,0.998064160347
1455190288436044198,777951,1455190288436044198,world,0.0580588057637,1.16732859612,1.01821136475,-0.0622804053128,-0.00177741155494,-0.000731574487872,0.998056948185
1455190288444354628,777952,1455190288444354628,world,0.0580998212099,1.16731882095,1.01818466187,-0.062768317759,-0.000935665215366,-0.000950164452661,0.998027324677
1455190288452633308,777953,1455190288452633308,world,0.0580516643822,1.16724658012,1.01823103428,-0.0609357617795,-0.00228543486446,-0.00056020001648,0.998138964176
1455190288460789333,777954,1455190288460789333,world,0.0580105520785,1.16724526882,1.01820933819,-0.060456302017,-0.00206575309858,-0.000865907175466,0.998168349266
1455190288469067539,777955,1455190288469067539,world,0.0579896382987,1.16725099087,1.01824784279,-0.0593224391341,-0.00281988317147,-0.000865277717821,0.998234570026
1455190288477728644,777956,1455190288477728644,world,0.0580039024353,1.16724789143,1.01824569702,-0.0607366524637,-0.00242862361483,-0.000495050044265,0.9981508255
1455190288485952037,777957,1455190288485952037,world,0.0579885132611,1.16717135906,1.01830613613,-0.0588027760386,-0.00227191112936,0.00023226410849,0.998267054558
1455190288494054663,777958,1455190288494054663,world,0.0580046959221,1.16718065739,1.01823604107,-0.0603725612164,-0.00313781830482,-0.000384794111596,0.99817097187
1455190288502863586,777959,1455190288502863586,world,0.0580131486058,1.16716861725,1.01826739311,-0.0584361553192,-0.00237275543623,-0.00087723264005,0.998287975788
1455190288511072238,777960,1455190288511072238,world,0.0579924881458,1.1671538353,1.01824498177,-0.0599946938455,-0.00341624766588,-0.000295683537843,0.99819278717
1455190288519250835,777961,1455190288519250835,world,0.0581302568316,1.16722989082,1.0182646513,-0.0611943714321,-0.000467361853225,-0.000664195336867,0.998125553131
1455190288527604007,777962,1455190288527604007,world,0.0580420382321,1.16718876362,1.01825714111,-0.060464605689,-0.00290712201968,-0.000354439835064,0.99816608429
1455190288535838863,777963,1455190288535838863,world,0.0580131858587,1.16698420048,1.01809704304,-0.0567814297974,-0.00345961260609,-0.000429381441791,0.998380601406
1455190288544351043,777964,1455190288544351043,world,0.0580137595534,1.16719901562,1.01823055744,-0.0599477998912,-0.00291858497076,-0.000341816834407,0.998197257519
1455190288552527985,777965,1455190288552527985,world,0.0581780076027,1.16726839542,1.0182403326,-0.062204644084,0.000411055574659,-0.00076892611105,0.998063027859
1455190288560871992,777966,1455190288560871992,world,0.0581051521003,1.16717720032,1.0181953907,-0.0607863068581,-0.00093181442935,-0.000864374334924,0.99815005064
1455190288569357242,777967,1455190288569357242,world,0.0580281242728,1.16706860065,1.01827144623,-0.0584583207965,-0.00241711293347,-0.000355066062184,0.998286962509
1455190288577668012,777968,1455190288577668012,world,0.0580403096974,1.16707849503,1.01820969582,-0.0580886267126,-0.00295392354019,-0.000786764663644,0.998306751251
1455190288585899666,777969,1455190288585899666,world,0.0580581203103,1.16709852219,1.01821637154,-0.0592196434736,-0.00206235935912,-0.000610628572758,0.998242735863
